,movie_id,title,tags
12,58,Pirates of the Caribbean: Dead Man's Chest,captain jack sparrow works way blood debt ghostly davey jones also attempts avoid eternal damnation adventure fantasy action witch fortuneteller bondage exoticisland monster captain cardgame eastindiatradingcompany compass ship daughter pirate swashbuckler aftercreditsstinger witch fortuneteller bondage exoticisland monster captain cardgame eastindiatradingcompany compass ship daughter pirate swashbuckler aftercreditsstinger goreverbinski
13,57201,The Lone Ranger,texas rangers chase gang outlaws led butch cavendish gang ambushes rangers seemingly killing one survivor found however american indian named tonto nurses back health ranger donning mask riding white stallion named silver teams tonto bring unscrupulous gang others ilk justice action adventure western texas horse survivor texasranger partner outlaw escape lawyer train loneranger comanche theloneranger tonto texas horse survivor texasranger partner outlaw escape lawyer train loneranger comanche theloneranger tonto goreverbinski
14,49521,Man of Steel,young boy learns extraordinary powers earth young man journeys discover came sent hero must emerge save world annihilation become symbol hope mankind action adventure fantasy sciencefiction savingtheworld dccomics superhero basedoncomicbook superhuman alieninvasion reboot superpowers dcextendeduniverse savingtheworld dccomics superhero basedoncomicbook superhuman alieninvasion reboot superpowers dcextendeduniverse zacksnyder
15,2454,The Chronicles of Narnia: Prince Caspian,one year incredible adventures lion witch wardrobe peter edmund lucy susan pevensie return narnia aid young prince whose life threatened evil king miraz help colorful cast new characters including trufflehunter badger nikabrik dwarf pevensie clan embarks incredible quest ensure narnia returned rightful heir adventure family fantasy basedonnovel fictionalplace brothersisterrelationship lion humanbeing wretch leapintime matteroflifeanddeath faith uncle narnia fantasyworld basedonnovel fictionalplace brothersisterrelationship lion humanbeing wretch leapintime matteroflifeanddeath faith uncle narnia fantasyworld andrewadamson
16,24428,The Avengers,unexpected enemy emerges threatens global safety security nick fury director international peacekeeping agency known finds need team pull world back brink disaster spanning globe daring recruitment effort begins sciencefiction action adventure newyork shield marvelcomic superhero basedoncomicbook alieninvasion superheroteam aftercreditsstinger duringcreditsstinger marvelcinematicuniverse newyork shield marvelcomic superhero basedoncomicbook alieninvasion superheroteam aftercreditsstinger duringcreditsstinger marvelcinematicuniverse josswhedon
17,1865,Pirates of the Caribbean: On Stranger Tides,captain jack sparrow crosses paths woman past sure love ruthless con artist using find fabled fountain youth forces aboard queen anne revenge ship formidable pirate blackbeard jack finds unexpected adventure know fear blackbeard woman past adventure action fantasy sea captain mutiny sword primeminister sailing silver ship duke mermaid pirate soldier battle swashbuckler aftercreditsstinger 3d sea captain mutiny sword primeminister sailing silver ship duke mermaid pirate soldier battle swashbuckler aftercreditsstinger 3d robmarshall
18,41154,Men in Black 3,agents smith tommy lee jones back time seen inexplicable things years men black nothing even aliens perplexes much wry reticent partner life fate planet put stake agent travel back time put things right discovers secrets universe never told secrets reveal teams young agent josh brolin save partner agency future humankind action comedy sciencefiction timetravel timemachine alien fictionalgovernmentagency seeingthefuture changinghistory timetravel timemachine alien fictionalgovernmentagency seeingthefuture changinghistory barrysonnenfeld
19,122917,The Hobbit: The Battle of the Five Armies,immediately events desolation smaug bilbo dwarves try defend erebor mountain treasure others claim men ruined laketown elves mirkwood meanwhile army orcs led azog defiler marching erebor fueled rise dark lord sauron dwarves elves men must unite hope middle earth falls bilbo hands action adventure fantasy corruption elves dwarves orcs middle-earth(tolkien) hobbit dragon battle unlikelyfriendship epicbattle swordandsorcery corruption elves dwarves orcs middle-earth(tolkien) hobbit dragon battle unlikelyfriendship epicbattle swordandsorcery peterjackson
20,1930,The Amazing Spider-Man,peter parker outcast high schooler abandoned parents boy leaving raised uncle ben aunt may like teenagers peter trying figure got person today peter discovers mysterious briefcase belonged father begins quest understand parents disappearance leading directly oscorp lab curt connors father former partner spider man set collision course connors alter ego lizard peter make life altering choices use powers shape destiny become hero action adventure fantasy lossoffather vigilante serum marvelcomic scientificexperiment spiderbite maskedvigilante reboot superpowers geneticengineering socialoutcast duringcreditsstinger lossoffather vigilante serum marvelcomic scientificexperiment spiderbite maskedvigilante reboot superpowers geneticengineering socialoutcast duringcreditsstinger marcwebb
21,20662,Robin Hood,soldier robin happens upon dying robert loxley promises return man sword family nottingham assumes robert identity romances widow marion draws ire town sheriff king john henchman godfrey action adventure robinhood archer knight sherwoodforest bowandarrow middleages medieval kingofengland robinhood archer knight sherwoodforest bowandarrow middleages medieval kingofengland ridleyscott
22,57158,The Hobbit: The Desolation of Smaug,dwarves bilbo gandalf successfully escaped misty mountains bilbo gained one ring continue journey get gold back dragon smaug adventure fantasy elves dwarves orcs hobbit dragon wizard swordandsorcery elves dwarves orcs hobbit dragon wizard swordandsorcery peterjackson
23,2268,The Golden Compass,overhearing shocking secret precocious orphan lyra belacqua trades carefree existence roaming halls jordan college otherworldly adventure far north unaware part destiny adventure fantasy england compass experiment lordship uncle polarbear orphan animal basedonyoungadultnovel england compass experiment lordship uncle polarbear orphan animal basedonyoungadultnovel chrisweitz
24,254,King Kong,new york overly ambitious movie producer coerces cast hired ship crew travel mysterious skull island encounter kong giant ape immediately smitten leading lady adventure drama action filmbusiness screenplay showbusiness filmmaking filmproducer exoticisland monster indigenous ship dinosaur filmbusiness screenplay showbusiness filmmaking filmproducer exoticisland monster indigenous ship dinosaur peterjackson
25,597,Titanic,years later year old woman named rose dewitt bukater tells story granddaughter lizzy calvert brock lovett lewis bodine bobby buell anatoly mikailavich keldysh life set april ship called titanic young rose boards departing ship upper class passengers mother ruth dewitt bukater fianc caledon hockley meanwhile drifter artist named jack dawson best friend fabrizio rossi win third class tickets ship game explains whole story departure death titanic first last voyage april morning drama romance thriller shipwreck iceberg ship panic titanic oceanliner epic richwoman-poorman love disaster tragiclove classdifferences imax starcrossedlovers steerage salvage richsnob 3d 1910s shipwreck iceberg ship panic titanic oceanliner epic richwoman-poorman love disaster tragiclove classdifferences imax starcrossedlovers steerage salvage richsnob 3d 1910s jamescameron
26,271110,Captain America: Civil War,following events age ultron collective governments world pass act designed regulate superhuman activity polarizes opinion amongst avengers causing two factions side iron man captain america causes epic battle former allies adventure action sciencefiction civilwar war marvelcomic sequel superhero basedoncomicbook imax aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d civilwar war marvelcomic sequel superhero basedoncomicbook imax aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d anthonyrusso joerusso
27,44833,Battleship,mankind beams radio signal space reply comes planet form several alien crafts splash waters hawaii lieutenant alex hopper weapons officer assigned uss john paul jones part international naval coalition becomes world last hope survival engage hostile alien force unimaginable strength taking invaders hopper must also try live potential brother fianc father admiral shane expect thriller action adventure sciencefiction fight u.s.navy mindreading hongkong soccer scientist fictionalwar naval armada battleship navalcombat jdsmyoko lostcommunication taser buoy communicationsexpert jointchiefsofstaff crashlanding jetfighterpilot navylieutenant permissiontomarry ussjohnpauljones basedonboardgame aftercreditsstinger mightymo ussmissouri fight u.s.navy mindreading hongkong soccer scientist fictionalwar naval armada battleship navalcombat jdsmyoko lostcommunication taser buoy communicationsexpert jointchiefsofstaff crashlanding jetfighterpilot navylieutenant permissiontomarry ussjohnpauljones basedonboardgame aftercreditsstinger mightymo ussmissouri peterberg
28,135397,Jurassic World,twenty two years events jurassic park isla nublar features fully functioning dinosaur theme park jurassic world originally envisioned john hammond action adventure sciencefiction thriller monster dna tyrannosaurusrex velociraptor island sequel suspense disaster escape dinosaur amusementpark animalattack themepark jurassicpark 3d animalhorror monster dna tyrannosaurusrex velociraptor island sequel suspense disaster escape dinosaur amusementpark animalattack themepark jurassicpark 3d animalhorror colintrevorrow
29,37724,Skyfall,bond latest assignment goes gravely wrong agents around world exposed attacked forcing relocate agency events cause authority position challenged gareth mallory new chairman intelligence security committee compromised inside left one ally trust bond takes shadows aided field agent eve following trail mysterious silva whose lethal hidden motives yet reveal action adventure thriller spy secretagent sociopath killer artgallery britishsecretservice istanbulturkey imax uzi boobytrap impersonatingapoliceofficer macao spy secretagent sociopath killer artgallery britishsecretservice istanbulturkey imax uzi boobytrap impersonatingapoliceofficer macao sammendes
30,558,Spider-Man 2,peter parker going major identity crisis burned spider man decides shelve superhero alter ego leaves city suffering wake carnage left evil doc ock meantime parker still act feelings mary jane watson girl loved since childhood action adventure fantasy dualidentity loveofone'slife pizzaboy marvelcomic sequel superhero doctor scientist tentacle death supervillain dualidentity loveofone'slife pizzaboy marvelcomic sequel superhero doctor scientist tentacle death supervillain samraimi
31,68721,Iron Man 3,tony stark world torn apart formidable terrorist called mandarin starts odyssey rebuilding retribution action adventure sciencefiction terrorist waronterror tennessee malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse mandarin 3d warmachine ironpatriot extremis terrorist waronterror tennessee malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse mandarin 3d warmachine ironpatriot extremis shaneblack
32,12155,Alice in Wonderland,alice unpretentious individual year old betrothed dunce english nobleman engagement party escapes crowd consider whether marriage falls hole garden spotting unusual rabbit arriving strange surreal place called underland finds world resembles nightmares child filled talking animals villainous queens knights frumious bandersnatches alice realizes reason conquer horrific jabberwocky restore rightful queen throne family fantasy adventure basedonnovel fictionalplace queen fantasy aliceinwonderland fantasyworld 3d basedonnovel fictionalplace queen fantasy aliceinwonderland fantasyworld 3d timburton
33,36668,X-Men: The Last Stand,cure found treat mutations lines drawn amongst men brotherhood band powerful mutants organized xavier former ally magneto adventure action sciencefiction thriller mutant marvelcomic basedoncomicbook superhuman beast cyclops aftercreditsstinger mutant marvelcomic basedoncomicbook superhuman beast cyclops aftercreditsstinger brettratner
34,62211,Monsters University,look relationship mike sulley days monsters university necessarily best friends animation family monster dormitory games animation bestfriend university scary aftercreditsstinger monster dormitory games animation bestfriend university scary aftercreditsstinger danscanlon
35,8373,Transformers: Revenge of the Fallen,sam witwicky leaves autobots behind normal life mind filled cryptic symbols decepticons target dragged back transformers war sciencefiction action adventure egypt sun chaos symbol artifact transformers tank robot imax duringcreditsstinger egypt sun chaos symbol artifact transformers tank robot imax duringcreditsstinger michaelbay
36,91314,Transformers: Age of Extinction,humanity picks pieces following conclusion transformers dark moon autobots decepticons vanished face planet however group powerful ingenious businessman scientists attempt learn past transformer incursions push boundaries technology beyond control ancient powerful transformer menace sets earth cross hairs sciencefiction action adventure sequel alien transformers giantrobot robot imax transformingrobot sequel alien transformers giantrobot robot imax transformingrobot michaelbay
37,68728,Oz: The Great and Powerful,oscar diggs small time circus illusionist con artist whisked kansas land inhabitants assume great wizard prophecy save clutches evil fantasy adventure family circus witch magic hope illusion lost magictrick wizard 3d circus witch magic hope illusion lost magictrick wizard 3d samraimi
38,102382,The Amazing Spider-Man 2,peter parker life busy taking bad guys spider man spending time person loves gwen stacy high school graduation come quickly enough peter forgotten promise made gwen father protect staying away promise keep things change peter new villain electro emerges old friend harry osborn returns peter uncovers new clues past action adventure fantasy obsession marvelcomic sequel basedoncomicbook electrocution medicalexperiment electricity superpowers obsession marvelcomic sequel basedoncomicbook electrocution medicalexperiment electricity superpowers marcwebb
39,20526,TRON: Legacy,sam flynn tech savvy daring son kevin flynn investigates father disappearance pulled grid help mysterious program named quorra sam quests stop evil dictator clu crossing real world adventure action sciencefiction artificialintelligence secretidentity computerprogram dystopia computer deception duel motorcycle neonlight autocracy artificialintelligence secretidentity computerprogram dystopia computer deception duel motorcycle neonlight autocracy josephkosinski
40,49013,Cars 2,star race car lightning mcqueen pal mater head overseas compete world grand prix race road championship becomes rocky mater gets caught intriguing adventure international espionage animation family adventure comedy carrace sequel comedy anthropomorphism bestfriend duringcreditsstinger carrace sequel comedy anthropomorphism bestfriend duringcreditsstinger johnlasseter bradlewis
41,44912,Green Lantern,centuries small powerful force warriors called green lantern corps sworn keep intergalactic order green lantern wears ring grants superpowers new enemy called parallax threatens destroy balance power universe fate fate earth lie hands first human ever recruited adventure action thriller sciencefiction dccomics transformation superhero alien alieninfection magicalobject protector superpowers origin 3d dccomics transformation superhero alien alieninfection magicalobject protector superpowers origin 3d martincampbell
42,10193,Toy Story 3,woody buzz rest andy toys played years andy college gang find accidentally left nefarious day care center toys must band together escape return home andy animation family comedy hostage college toy barbie animation escape daycare teddybear duringcreditsstinger toycomestolife personification inanimateobjectscomingtolife toystory hostage college toy barbie animation escape daycare teddybear duringcreditsstinger toycomestolife personification inanimateobjectscomingtolife toystory leeunkrich
43,534,Terminator Salvation,grown post apocalyptic john connor must lead resistance humans increasingly dominating militaristic robots marcus wright appears existence confuses mission connor tries determine whether wright come future past whether friend foe action sciencefiction thriller savingtheworld artificialintelligence prophecy sanfrancisco cyborg killerrobot gasstation post-apocalyptic dystopia army firearm wartime losangeles savingtheworld artificialintelligence prophecy sanfrancisco cyborg killerrobot gasstation post-apocalyptic dystopia army firearm wartime losangeles mcg
44,168259,Furious 7,deckard shaw seeks revenge dominic toretto family comatose brother action carrace speed revenge suspense car race musclecar carrace speed revenge suspense car race musclecar jameswan
45,72190,World War Z,life former united nations investigator gerry lane family seems content suddenly world plagued mysterious infection turning whole human populations rampaging mindless zombies barely escaping chaos lane persuaded mission investigate disease follows perilous trek around world lane must brave horrific dangers long odds find answers human civilization falls action drama horror sciencefiction thriller dystopia apocalypse zombie nuclearweapons multipleperspectives zombieapocalypse dystopia apocalypse zombie nuclearweapons multipleperspectives zombieapocalypse marcforster
46,127585,X-Men: Days of Future Past,ultimate men ensemble fights war survival species across two time periods join forces younger selves epic battle must change past save future action adventure fantasy sciencefiction 1970s mutant timetravel marvelcomic basedoncomicbook superhuman storm beast aftercreditsstinger changingthepastorfuture 1970s mutant timetravel marvelcomic basedoncomicbook superhuman storm beast aftercreditsstinger changingthepastorfuture bryansinger
47,54138,Star Trek Into Darkness,crew enterprise called back home find unstoppable force terror within organization detonated fleet everything stands leaving world state crisis personal score settle captain kirk leads manhunt war zone world capture one man weapon mass destruction heroes propelled epic chess game life death love challenged friendships torn apart sacrifices must made family kirk left crew action adventure sciencefiction spacecraft friendship sequel futuristic space alien imax spaceopera terroristbombing 3d spacecraft friendship sequel futuristic space alien imax spaceopera terroristbombing 3d j.j.abrams
48,81005,Jack the Giant Slayer,story ancient war reignited young farmhand unwittingly opens gateway world fearsome race giants unleashed earth first time centuries giants strive reclaim land lost forcing young man jack battle life stop fighting kingdom people love brave princess comes face face unstoppable warriors thought existed legend gets chance become legend action family fantasy basedonfairytale giant basedonfairytale giant bryansinger
49,64682,The Great Gatsby,adaptation scott fitzgerald long island set novel midwesterner nick carraway lured lavish world neighbor jay gatsby soon enough however carraway see cracks gatsby nouveau riche existence obsession madness tragedy await drama romance basedonnovel infidelity obsession hope 3d basedonnovel infidelity obsession hope 3d bazluhrmann
50,9543,Prince of Persia: The Sands of Time,rogue prince reluctantly joins forces mysterious princess together race dark forces safeguard ancient dagger capable releasing sands time gift gods reverse time allow possessor rule world adventure fantasy action romance persia sandstorm brotheragainstbrother armageddon regent basedonvideogame persia sandstorm brotheragainstbrother armageddon regent basedonvideogame mikenewell
51,68726,Pacific Rim,legions monstrous creatures known kaiju started rising sea war began would take millions lives consume humanity resources years end combat giant kaiju special type weapon devised massive robots called jaegers controlled simultaneously two pilots whose minds locked neural bridge even jaegers proving nearly defenseless face relentless kaiju verge defeat forces defending mankind choice turn two unlikely heroes washed former pilot charlie hunnam untested trainee rinko kikuchi teamed drive legendary seemingly obsolete jaeger past together stand mankind last hope mounting apocalypse action sciencefiction adventure dystopia giantrobot giantmonster apocalypse imax duringcreditsstinger 3d dystopia giantrobot giantmonster apocalypse imax duringcreditsstinger 3d guillermodeltoro
52,38356,Transformers: Dark of the Moon,sam witwicky takes first tenuous steps adulthood remaining reluctant human ally autobot leader optimus prime film centers around space race ussr usa suggesting hidden transformers role remains one planet dangerous secrets action sciencefiction adventure moon spacecraft traitor bodyguard alienplanet basedoncartoon transformers giantrobot sabotage worddomination commando duringcreditsstinger moon spacecraft traitor bodyguard alienplanet basedoncartoon transformers giantrobot sabotage worddomination commando duringcreditsstinger michaelbay
53,217,Indiana Jones and the Kingdom of the Crystal Skull,set cold war soviets led sword wielding irina spalko search crystal skull supernatural powers related mystical lost city gold captured escaping indy coerced head peru behest young man whose friend indy colleague professor oxley captured knowledge skull whereabouts adventure action savingtheworld riddle whip treasure mexicocity leatherjacket machinegun alienphenomenons mayacivilization peru treasurehunt nuclearexplosion refrigerator archaeologist indianajones archeology  savingtheworld riddle whip treasure mexicocity leatherjacket machinegun alienphenomenons mayacivilization peru treasurehunt nuclearexplosion refrigerator archaeologist indianajones archeology  stevenspielberg
54,105864,The Good Dinosaur,epic journey world dinosaurs apatosaurus named arlo makes unlikely human friend adventure animation family tyrannosaurusrex friends alternatehistory dinosaur fear storm nature human journey tyrannosaurusrex friends alternatehistory dinosaur fear storm nature human journey petersohn
55,62177,Brave,brave set mystical scottish highlands rida princess kingdom ruled king fergus queen elinor unruly daughter accomplished archer rida one day defies sacred custom land inadvertently brings turmoil kingdom attempt set things right rida seeks eccentric old wise woman granted ill fated wish also figuring rida quest serving comic relief kingdom three lords enormous lord macguffin surly lord macintosh disagreeable lord dingwall animation adventure comedy family action fantasy scotland rebel bravery kingdom archer wish bear scot rebelliousdaughter turnsintoanimal archery ruins aftercreditsstinger peaceoffering womandirector courage 3d scotland rebel bravery kingdom archer wish bear scot rebelliousdaughter turnsintoanimal archery ruins aftercreditsstinger peaceoffering womandirector courage 3d brendachapman markandrews stevepurcell
56,188927,Star Trek Beyond,uss enterprise crew explores furthest reaches uncharted space encounter mysterious new enemy puts everything federation stands test action adventure sciencefiction sequel stranded hatred spaceopera sequel stranded hatred spaceopera justinlin
57,10681,WALL·E,wall last robot left earth overrun garbage humans fled outer space years continued try clean mess developed rather interesting human like qualities ship arrives sleek new type robot wall thinks finally found friend stows away ship leaves animation family romanticcomedy romanticcomedy andrewstanton
58,5174,Rush Hour 3,attempted assassination ambassador han inspector lee detective carter back action head paris protect french woman knowledge triads secret leaders lee also holds secret meetings united nations authority personal struggles chinese criminal mastermind named kenji reveals lee long lost brother action comedy crime thriller ambassador ambassador brettratner
59,14161,2012,adrian helmsley part worldwide geophysical team investigating effect earth radiation unprecedented solar storms learns earth core heating warns president thomas wilson crust earth becoming unstable without proper preparations saving fraction world population entire race doomed meanwhile writer jackson curtis stumbles information world leaders race build arks escape impending cataclysm curtis struggles find way save family meanwhile volcanic eruptions earthquakes unprecedented strength wreak havoc around world action adventure sciencefiction civilization naturaldisaster endoftheworld disaster apocalypse destruction volcaniceruption mayan ark solar destructionofmankind civilization naturaldisaster endoftheworld disaster apocalypse destruction volcaniceruption mayan ark solar destructionofmankind rolandemmerich
60,17979,A Christmas Carol,miser ebenezer scrooge awakened christmas eve spirits reveal miserable existence opportunities wasted youth current cruelties dire fate awaits change ways scrooge faced story growing bitterness meanness must decide future hold death redemption animation drama holiday basedonnovel victorianengland money christmaseve scrooge christmascarol ghost lesson charlesdickens christmas holiday basedonnovel victorianengland money christmaseve scrooge christmascarol ghost lesson charlesdickens christmas robertzemeckis
61,76757,Jupiter Ascending,universe human genetic material precious commodity impoverished young earth woman becomes key strategic maneuvers internal strife within powerful dynasty sciencefiction fantasy action adventure jupiter space womandirector 3d interspeciesromance jupiter space womandirector 3d interspeciesromance lillywachowski lanawachowski
62,258489,The Legend of Tarzan,tarzan acclimated life london called back former home jungle investigate activities mining encampment action adventure africa feralchild tarzan jungle animalattack africa feralchild tarzan jungle animalattack davidyates
63,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",siblings lucy edmund susan peter step magical wardrobe find land narnia discover charming peaceful kingdom plunged eternal winter evil white witch jadis aided wise magnificent lion aslan children lead narnia spectacular climactic battle free witch glacial powers forever adventure family fantasy savingtheworld witch basedonnovel brothersisterrelationship selfsacrifice winter cupboard beaver lion fairy-talefigure battle narnia fantasyworld duringcreditsstinger savingtheworld witch basedonnovel brothersisterrelationship selfsacrifice winter cupboard beaver lion fairy-talefigure battle narnia fantasyworld duringcreditsstinger andrewadamson
64,246655,X-Men: Apocalypse,emergence world first mutant world destroyer apocalypse men must unite defeat extinction level plan sciencefiction mutant supernaturalpowers marvelcomic superhero basedoncomicbook superhuman apocalypse superheroteam worlddomination aftercreditsstinger 1980s mutant supernaturalpowers marvelcomic superhero basedoncomicbook superhuman apocalypse superheroteam worlddomination aftercreditsstinger 1980s bryansinger
65,155,The Dark Knight,batman raises stakes war crime help jim gordon district attorney harvey dent batman sets dismantle remaining criminal organizations plague streets partnership proves effective soon find prey reign chaos unleashed rising criminal mastermind known terrified citizens gotham joker drama action crime thriller dccomics crimefighter secretidentity scarecrow sadism chaos gothamcity vigilante joker superhero basedoncomicbook tragichero organizedcrime criminalmastermind districtattorney imax supervillain superpowers batman dccomics crimefighter secretidentity scarecrow sadism chaos gothamcity vigilante joker superhero basedoncomicbook tragichero organizedcrime criminalmastermind districtattorney imax supervillain superpowers batman christophernolan
66,14160,Up,carl fredricksen spent entire life dreaming exploring globe experiencing life fullest age life seems passed twist fate persistent year old wilderness explorer named russell gives new lease life animation comedy family adventure agedifference centralandsouthamerica balloon animation floatingintheair duringcreditsstinger exploring agedifference centralandsouthamerica balloon animation floatingintheair duringcreditsstinger exploring petedocter
67,15512,Monsters vs Aliens,susan murphy unwittingly clobbered meteor full outer space gunk wedding day mysteriously grows feet inches military jumps action captures susan secreting away covert government compound renamed ginormica placed confinement ragtag group monsters animation family adventure sciencefiction alien giantrobot duringcreditsstinger alien giantrobot duringcreditsstinger conradvernon robletterman
68,1726,Iron Man,held captive afghan cave billionaire engineer tony stark creates unique weaponized suit armor fight evil action sciencefiction adventure middleeast armsdealer malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse counterterrorism agentcoulson middleeast armsdealer malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse counterterrorism agentcoulson jonfavreau
69,44826,Hugo,hugo orphan boy living walls train station paris learned fix clocks gadgets father uncle puts use keeping train station clocks running thing left connects dead father automaton mechanical man work without special key hugo needs find unlock secret believes contains adventures meets shopkeeper george melies works train station adventure seeking god daughter hugo finds surprising connection father automaton discovers unlocks memories old man buried inside regarding past adventure drama family library clock filmdirector key toy boy love orphan robot automaton hiding filmmaking legbrace doberman 3d library clock filmdirector key toy boy love orphan robot automaton hiding filmmaking legbrace doberman 3d martinscorsese
70,8487,Wild Wild West,legless southern inventor arliss loveless plans rekindle civil war assassinating president grant two men stop gunfighter james west master disguise inventor artemus gordon two must team thwart loveless plans action adventure comedy sciencefiction western steampunk basedontvseries steamlocomotive drag steampunk basedontvseries steamlocomotive drag barrysonnenfeld
71,1735,The Mummy: Tomb of the Dragon Emperor,archaeologist rick connell travels china pitting emperor year old han dynasty returned dead pursue quest world domination time connell enlists help wife son quash called dragon emperor abuse supernatural power adventure action fantasy robcohen
